Variable,Long_run_coefficient,Std_Error,z_stat,p_value
D_FRAZER,3.959250564300607,1.482640119042441,2.6704056591006577,0.007575965757058212
CHANGE_INSTAB,0.08913700238088183,0.08952462467654553,0.9956702159091515,0.3194104060681744
GDP,0.11638377927556548,0.02783773957649473,4.180791294341876,2.9049640567269108e-05
OPEN_SERVICES,0.12916108758421252,0.012838789996827851,10.060222779259187,0.0
CONST,18.092450058594487,,,
